DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2017,70.51,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2018,75.27,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2019,77.80,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2020,85.86,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2021,86.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2022,90.48,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG41,2023,92.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2012,50.25,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2013,52.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2014,54.83,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2015,56.59,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2016,64.94,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2017,70.42,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2018,73.70,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2019,75.27,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2020,79.19,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2021,85.53,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2022,88.61,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,BG42,2023,87.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH01,2014,90.76,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH01,2017,90.99,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH01,2019,96.48,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH01,2021,99.07,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH01,2023,99.84,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH02,2014,85.22,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH02,2017,93.89,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH02,2019,92.81,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH02,2021,97.52,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH02,2023,99.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH03,2014,91.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH03,2017,94.62,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH03,2019,96.76,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH03,2021,97.92,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH03,2023,99.85,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH04,2014,95.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH04,2017,94.08,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH04,2019,95.75,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH04,2021,99.63,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH04,2023,100.00,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH05,2014,92.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH05,2017,93.74,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH05,2019,97.26,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH05,2021,99.24,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH05,2023,99.03,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH06,2014,93.35,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH06,2017,93.50,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH06,2019,96.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH06,2021,99.02,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH06,2023,99.14,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH07,2014,85.03,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH07,2017,85.70,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH07,2019,92.47,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH07,2021,98.66,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CH07,2023,99.24,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2012,61.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2013,64.71,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2014,68.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2015,71.21,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2016,74.35,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2017,79.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2018,86.17,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2019,89.61,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2020,92.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2021,93.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2022,94.00,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CY00,2023,92.30,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2012,80.67,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2013,80.30,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2014,87.99,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2015,88.47,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2016,90.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2017,89.31,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2018,93.17,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2019,93.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2020,94.74,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2021,94.16,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2022,96.30,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ01,2023,95.95,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2012,74.10,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2013,78.91,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2014,81.16,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2015,82.61,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2016,85.21,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2017,86.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2018,86.66,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2019,87.86,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2020,87.79,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2021,89.31,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2022,92.38,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ02,2023,91.93,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2012,72.37,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2013,71.05,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2014,76.84,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2015,80.92,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2016,81.97,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2017,82.50,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2018,86.17,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2019,86.42,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2020,87.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2021,92.22,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2022,92.32,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ03,2023,93.46,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2012,66.01,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2013,66.71,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2014,69.33,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2015,71.18,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2016,75.50,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2017,78.40,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2018,81.66,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2019,79.30,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2020,82.28,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2021,86.03,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2022,87.57,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ04,2023,92.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2012,71.81,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2013,72.79,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2014,74.95,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2015,81.60,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2016,79.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2017,80.01,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2018,83.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2019,86.36,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2020,86.88,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2021,87.32,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2022,90.27,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ05,2023,91.87,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2012,73.76,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2013,73.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2014,78.92,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2015,76.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2016,81.15,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2017,84.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2018,86.83,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2019,87.93,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2020,90.08,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2021,88.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2022,89.84,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ06,2023,92.37,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2012,67.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2013,68.31,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2014,77.57,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2015,74.50,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2016,77.17,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2017,81.56,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2018,83.38,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2019,84.02,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2020,88.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2021,87.94,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2022,87.91,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ07,2023,92.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2012,71.70,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2013,68.18,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2014,75.88,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2015,75.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2016,80.36,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2017,81.44,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2018,88.43,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2019,89.54,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2020,85.67,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2021,88.80,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2022,94.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,CZ08,2023,92.20,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2012,94.34,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2013,94.10,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2014,95.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2015,91.19,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2016,95.08,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2017,98.08,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2018,92.69,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2019,95.33,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2020,95.67,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2021,97.07,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2022,95.95,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK01,2023,98.00,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2012,90.20,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2013,89.40,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2014,92.69,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2015,93.21,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2016,94.62,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2017,96.09,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2018,91.13,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2019,94.74,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2020,94.48,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2021,94.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2022,95.49,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK02,2023,92.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2012,88.92,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2013,91.33,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2014,90.29,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2015,93.53,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2016,91.73,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2017,97.34,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2018,91.79,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2019,95.32,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2020,95.63,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2021,95.57,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2022,94.54,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK03,2023,95.71,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2012,94.39,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2013,93.79,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2014,94.23,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2015,90.89,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2016,95.15,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2017,96.35,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2018,93.90,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2019,96.24,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2020,95.83,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2021,97.12,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2022,94.43,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK04,2023,96.45,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2012,89.54,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2013,93.44,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2014,90.76,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2015,89.73,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2016,95.15,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2017,95.40,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2018,93.95,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2019,95.17,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2020,93.18,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2021,93.93,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2022,95.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,DK05,2023,94.67,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2012,73.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2013,79.31,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2014,82.90,b
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2015,87.73,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2016,86.19,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2017,88.27,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2018,90.47,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2019,90.43,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2020,89.98,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2021,91.82,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2022,92.41,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,EE00,2023,93.22,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2012,62.32,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2013,64.58,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2014,69.62,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2015,75.56,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2016,78.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2017,78.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2018,82.56,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2019,88.76,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2020,92.40,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2021,93.29,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2022,93.35,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES11,2023,94.24,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2012,65.51,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2013,70.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2014,72.83,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2015,78.81,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2016,79.70,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2017,81.26,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2018,85.86,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2019,91.14,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2020,93.37,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2021,94.31,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2022,94.26,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES12,2023,96.25,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2012,66.92,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2013,74.62,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2014,73.91,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2015,79.60,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2016,79.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2017,83.51,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2018,83.00,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2019,90.81,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2020,93.87,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2021,95.01,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2022,94.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES13,2023,95.48,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2012,70.68,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2013,73.38,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2014,77.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2015,82.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2016,82.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2017,86.78,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2018,89.11,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2019,91.54,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2020,95.46,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2021,95.53,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2022,96.35,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES21,2023,96.64,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2012,68.19,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2013,71.53,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2014,75.98,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2015,80.83,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2016,82.50,
ESTAT:TGS00047(1.0),13/03/24 11:00:00,A,PC_HH,ES22,2017,88.35,
